"","ID_","YEAR","CLASS_","REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","UNION_","ETH1","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","PARTYID","TAX","FUND","HAPPY","LIFE","SATJOB","SATFIN","FINALTER","XMOVIE","FEAR","PISTOL","SHOTGUN","RIFLE","PHONE"
"3497","251",2010,"L3",14245,NA,"5",NA,0,"58","80","1",0,0,"5",0,"80","80",0,"87",1,3,76,12,12,12,8,0,"1","4","3","1","1",3,1,"0","0",2,0,0,0,2,0,2,"3","2",7,"2","2","2",1,"3",NA,NA,NA,0,"1",1,38.1,37,32.6,28,23.2,"2","11",2,"1","2","2","2",1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,"2","1","1","3","3","3","3","3","3","3","3","3","3","2","2","2","1",1,5,2,4,3,"1",1,1,1,1,1,"1","1",1,1,1,1,1,3,3,2,3,"2","2","2","2","2",NA,"2","2",0,1,"1","2","2","3"
"3498","257",2010,"L3",119606.06532,NA,"5",NA,0,"10","15","1",0,0,"2",0,"15","15",0,"15",1,0,60,20,15,12,20,0,"1","5","2","3","1",4,0,"8","4",2,0,0,0,2,0,1,"9","4",0,"1","2","4",0,"1",1,1,0,0,"2",1,86.1,63,81,70,86.1,"4","11",2,"2","2","1","2",2,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","3","2","3","1","2","2","3","1","3","3","1","3","1",4,5,1,2,3,"1",1,1,1,1,1,"1","4",1,0,0,0,1,3,2,3,3,"1","2","3","1","2",NA,"1","2",0,0,"2","2","2","3"
"3499","273",2010,"L3",72520,72520,"1",46,0,"11","63","1",0,0,"7",0,"63","63",0,"43",0,2,43,16,16,16,16,1,"1","3","2","3","1",4,1,"0","0",4,0,2,0,2,0,1,"9","2",7,"1","3","2",1,"2",1,1,0,1,"1",1,67.7,61,83.4,47,65.3,"4","11",5,"2","2","1","2",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","1","2","2","2","3","2","3","2","2","2","1","2","3","1",4,5,1,2,3,"1",0,0,1,0,0,"1","1",1,0,0,1,1,3,3,3,5,"6","2","2","1","1","1","2","1",0,0,"1","1","1","3"
"3500","282",2010,"L3",119606.06532,16835,"2",32,0,"96","32","1",0,0,"1",0,"32","32",0,"40",6,0,61,16,16,13,18,1,"2","4","9","2","1",4,1,"0","0",2,0,0,0,2,0,2,"9","6",0,"1","1","1",1,"1",1,1,0,1,"2",1,67.7,25,23.3,64,84.2,"2","1",2,"2","2","1","1",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"1","2","2","1","2","2","2","2","2","2","2","2","2","1","1","2","2",4,5,1,3,2,"1",1,1,1,1,1,"3","4",1,0,0,0,1,4,3,4,2,"2","1",NA,"2","1","2","2","3",0,1,"2","2","2","3"
"3501","292",2010,"L3",34965,NA,"1",60,0,"32","43","1",0,0,"1",0,"43","43",0,"39",2,0,48,20,9,12,20,1,"1","5","2","3","1",3,1,"0","2",2,0,0,0,2,0,1,"9","4",0,"2","2","4",1,"2",0,NA,1,1,"2",1,34.7,68,89.9,33,26.5,"4","23",2,"2","1","2","1",3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,"3","1","2","1","3","3","3","2","1","2","3","1","3","2","1","3","1",5,4,1,2,3,"1",1,1,1,1,1,"3","4",1,0,0,1,1,3,2,1,3,"0","2","3","1","1","1","2","1",0,0,"2","2","2","3"
"3502","310",2010,"L4",42735,NA,"5",NA,1,"30","54","1",1,0,"5",0,"54","54",1,"30",3,1,63,20,20,14,14,1,"1","5","9","2","1",4,1,"0","0",2,0,0,0,2,0,0,"9","4",2,"2","2","4",1,"2",NA,NA,NA,1,"1",1,92.1,72,92.1,38,25.7,"4","11",6,"1","2","2","2",7,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","2","2","2","2","3","2","3","1","2","2","2","3","2",3,5,1,2,4,"1",1,1,1,1,1,"1","4",1,0,0,1,1,4,5,5,5,"4","1","3","1","1",NA,"1","2",0,0,"1","1","1","3"
"3503","319",2010,"L2",NA,NA,"7",NA,0,"23","38","1",0,0,"1",0,"38","38",0,"36",2,0,26,12,12,20,12,0,"1","6","2","1","1",3,1,"0","0",2,0,0,0,2,0,1,"2","2",5,"2","2","2",1,"2",1,1,0,0,"1",1,24.2,53,41.1,60,65.3,"4","11",4,"1","1","2","1",4,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,NA,"2","2","1","2","2","2","2","2","2","2","2","3","2","2","2","1",3,5,1,4,2,"1",0,0,0,0,0,"1","4",1,0,0,1,1,3,3,2,3,"2","1","2","1","1","1","2","3",1,0,"1","2","2","3"
"3504","336",2010,"L2",12302.5,NA,"5",NA,0,"50","56","1",0,0,"5",0,"56","56",1,"42",2,2,71,12,10,10,10,1,"1","3","2","1","1",2,1,"0","2",2,0,0,0,2,1,1,"2","2",3,"2","2","1",1,"4",NA,NA,NA,1,"1",0,33.2,46,52,25,23.8,"4",NA,4,"1","2","2","1",3,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,"2","1","2","1","2","2","3","1","2","2","2","1","2","1","1","2","1",3,5,1,2,4,"1",1,1,0,1,1,"1","4",0,0,0,1,1,3,3,4,2,"1","2","2","1","1",NA,"3","2",1,0,"1","2","2","3"
"3505","341",2010,"L4",28490,NA,"7",NA,0,"23","14","1",0,0,"5",0,"14","14",1,"20",4,1,62,18,11,13,17,0,"1","3","2","2","1",5,1,"0","2",2,0,0,0,2,0,3,"2","3",6,"3","3","3",1,"1",NA,NA,NA,0,"1",0,39.9,38,59.1,70,81.5,"4","7",7,"1","3","1","3",7,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1",3,1,2,4,5,"1",0,0,1,1,1,"1","1",1,1,1,1,1,5,5,5,5,"6","1","3","1","2","1","1","2",0,0,"1","1","1","3"
"3506","371",2010,"L3",11007.5,11007.5,"4",NA,0,"62","77","1",0,0,"1",0,"77","77",1,"42",5,0,29,10,14,NA,12,1,"3","4","5","2","2",2,0,"8","4",4,1,0,0,3,0,3,"5","2",7,"2","2","2",1,"1",1,0,1,1,"2",1,37.6,44,28.7,50,46.5,"4","38",5,"2","1","3","2",4,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,"2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2",4,5,2,1,3,"1",1,1,1,1,1,"2","1",1,0,1,1,1,3,3,3,3,"2","2","2","1","1","1","2","2",1,1,"2","2","2","6"
"3507","375",2010,"L2",8417.5,NA,"1",40,0,"56","62","1",0,0,"5",0,"62","62",0,"60",5,1,45,12,0,0,13,0,"1","3","5","1","1",2,0,"8","4",2,0,0,0,2,0,2,"5","2",2,"2","2","2",1,"3",1,1,0,0,"2",1,14,25,23.8,28,25.2,"4","38",4,"3","1","3","1",7,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,"2","3","1","2","2","2","2","2","3","2","1","1","1","2","2","2","1",4,5,1,3,2,"1",1,1,1,1,1,"1","4",0,1,0,1,1,3,1,5,5,"3","1","2","1",NA,"1","2","2",0,1,"2","2","2","3"
"3508","382",2010,"L3",19425,NA,"5",NA,0,"47","57","1",0,0,"5",0,"57","57",1,"43",2,3,81,12,12,12,12,1,"1","4","0","3","1",1,0,"8","4",3,0,0,0,3,0,0,"5","4",0,"3","3","2",0,"3",NA,NA,NA,0,"2",NA,67.7,31,39.7,47,38.8,"4","11",3,"1","2","1","2",7,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,"2","2","2","1","2","3","3","3","2","3","2","1","2","1","2","2","3",5,4,3,1,2,"3",1,1,1,1,1,"1","1",1,0,0,1,0,5,3,5,4,"0","1","3","2","1",NA,"2","3",1,1,"2","2","2","3"
"3509","391",2010,"L2",34965,11007.5,"3",NA,0,"35","79","1",1,0,"6",0,"79","79",NA,NA,8,4,43,13,NA,11,12,0,"2","6","3","1","5",3,1,"0","0",4,0,0,0,4,0,3,"3","1",8,"1","1","1",1,"2",1,1,1,0,"1",1,NA,64,71.8,40,22.9,"4","97",4,"1","1","3","1",1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,"2","2","2","2","2","3","2","3","3","2","3","1","2","3","2","3","2",1,5,3,2,4,"2",0,0,1,0,0,"1","1",0,0,0,0,1,2,3,3,2,"3","1","1","2","2","2","3","2",0,1,"1","1","1","6"
"3510","430",2010,"L1",12302.5,12302.5,"4",NA,0,"40","96","1",0,0,"1",0,"96","96",1,"62",10,4,37,12,12,8,12,0,"2","3","7","2","1",3,1,"0","0",2,0,0,0,2,0,2,"7","4",0,"1","1","4",1,"3",1,1,0,1,"2",9,25.2,38,27,35,20.9,"4",NA,6,"2","1","1","2",1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,"1","2","1","2","3","2","2","2","2","2","3","1","3","2","2","2","2",1,5,3,2,4,"1",1,0,1,0,0,"1","1",0,0,0,0,NA,1,1,3,1,"0","1","3","2","2","2","3","2",1,0,"2","2","2","6"
"3511","432",2010,"L2",51800,51800,"1",40,1,"10","63","1",1,0,"1",0,"63","63",0,"72",3,4,56,12,8,12,12,1,"1","3","3","3","1",3,1,"0","0",3,0,0,1,2,0,2,"7","1",5,"13",NA,"1",1,"1",0,NA,0,0,"1",1,31.2,72,77.4,47,65.3,"4","11",6,"1","1","3","1",5,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,"2","2","2","2","3","3","1","1","3","2","3","2","2","1","1","3","1",1,5,4,2,3,"1",0,0,NA,0,1,"1","1",0,0,0,1,1,4,3,3,4,"4","2","1","1","1","1","2","2",0,1,"1","1","1","3"
"3512","434",2010,"L2",16835,NA,"7",NA,0,"83","62","1",0,0,"4",0,"62","62",1,"51",6,4,35,6,0,0,6,0,"1","3","0","3","8",1,0,"0","4",3,0,0,1,2,0,1,"7","2",5,"2","2","2",1,"3",NA,NA,NA,1,"2",1,48.8,31,12.4,44,28.7,"4","17",6,"2","1","1","2",7,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,"2","1","1","2","1","2","2","1","1","2","1","1","3","1","1","1","1",4,5,1,2,3,"1",0,0,0,0,1,"1","1",1,0,0,0,1,5,1,2,5,"2","1","2","1","1","3","2","2",0,1,"2","2","2","3"
"3513","444",2010,"L1",28490,19425,"3",NA,0,"56","54","1",0,0,"7",0,"54","54",0,"91",0,2,59,12,12,12,12,1,"2","6","5","1","1",2,1,"0","0",2,0,0,0,2,0,2,"5","1",0,"1","1","1",0,"4",1,1,1,0,"2",1,28.5,47,69.4,38,25.7,"4","1",4,"1","1","2","1",1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,"1","2","1","2","3","3","2","3","2","3","3","1","3","3","1","3","1",2,5,3,1,4,"2",0,1,1,1,1,"2","1",1,0,0,1,NA,3,5,3,2,"1","1","1","3","3","1","3","2",0,0,"2","2","2","3"
"3514","445",2010,"L3",51800,NA,"5",NA,0,"24","21","1",0,0,"5",1,"21","21",0,"13",2,3,74,16,16,16,16,0,"1","4","5","3","1",3,1,"0","1",2,0,0,0,2,0,0,"5","1",3,"1","3","1",0,"2",NA,NA,NA,0,"2",1,85.2,55,77.2,69,91.1,"4","8",2,"1",NA,"1","2",2,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,"1","1","2","1","3","3","2","2","2","3","1","1","1","2","1","3","2",5,4,1,3,2,"2",1,1,1,1,1,"1","4",0,0,0,1,1,2,3,3,1,"0","2","3","2","1",NA,"1","2",0,1,"2","2","2","3"
"3515","454",2010,"L2",23310,16835,"1",58,0,"42",NA,"1",0,0,"7",NA,NA,NA,1,"20",11,5,59,0,6,3,6,1,"1","1","0","3","1",1,0,"8","4",3,0,0,0,3,0,3,"5","1",8,"2","2","1",1,"2",1,0,0,0,"2",NA,39.9,37,18.6,NA,NA,"4","38",4,"2","2","2","2",7,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,"3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,3,4,5,2,"1",0,1,0,0,0,"1","1",0,0,0,0,0,5,5,5,5,"2","2","1","1","1","1","2","1",0,1,"2","2","2","3"
"3516","458",2010,"L3",119606.06532,34965,"1",40,0,"23","14","1",0,0,"1",0,"14","14",0,"47",6,2,43,16,16,16,16,0,"3","5","5","1","1",1,0,"0","0",4,0,2,0,2,0,2,"5","1",2,"1","3","1",1,"2",1,1,1,1,"2",1,39.7,53,41.1,61,85.5,"1","31",2,"2","1","1","1",1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","1","1","2","2","1","2","2","2","2","1","2","1","1",4,5,1,3,2,"1",1,1,1,1,1,"1","4",0,0,0,NA,1,1,1,1,3,"1","2","3","1","2","1","2","1",0,0,"2","2","2","3"
"3517","461",2010,"L3",42735,42735,"1",38,0,"23","13","1",0,0,"1",0,"13","13",0,"91",1,3,61,18,11,12,16,0,"1","3","2","3","1",1,1,"0","2",4,0,0,0,4,0,4,"5","2",2,"2","2","4",1,"2",1,1,0,0,"2",1,32,64,82.5,73,84,"4","21",6,"1","2","1","2",6,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","2","1","2","2","2","2","3","1","2","2","1","3","1",5,4,1,2,3,"2",0,0,1,0,0,"1","4",1,0,0,0,1,4,5,3,5,"6","1","2","2","2","1","3","2",0,0,"2","2","2","6"
"3518","465",2010,"L3",119606.06532,109525.15854,"1",40,0,"21","10","1",0,0,"1",0,"10","10",NA,NA,3,3,42,16,NA,12,16,0,"3","5","3","3","5",2,1,"2","2",6,3,0,0,3,1,2,"5","3",3,"1","2","3",1,"1",1,1,0,1,"2",1,NA,69,91.1,55,71.8,"4","26",2,"2","3","1","1",3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,NA,"2","1","1","3","3","3","2","2","2","2","2","1","3","2","2","2",4,5,1,3,2,"3",1,1,1,1,1,"2","4",1,0,0,1,1,3,2,1,5,"1","2","3","3","1","4","2","2",0,0,"2","2","2","3"
"3519","466",2010,"L3",72520,5827.5,"2",10,1,"23","18","1",1,0,"1",0,"18","18",0,"23",4,5,46,16,18,12,18,0,"1","5","2","3","1",3,1,"0","2",7,0,3,2,2,0,2,"5","1",7,"1","3","1",1,"3",0,NA,0,0,"2",1,82.5,38,59.1,56,88.7,"4","15",5,"2","1","2","2",4,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,"2","2","1","1","2","2","1","1","2","1","2","1","3","1","1","2","1",4,5,3,1,2,"1",1,0,1,0,1,"1","4",0,0,0,0,1,4,NA,3,3,"5","1","3","2","1","1","2","2",0,1,"2","2","2","3"
"3520","472",2010,"L2",119606.06532,109525.15854,"1",40,1,"96","49","1",0,0,"1",0,"49","49",0,"91",1,3,46,12,12,12,12,1,"1","5","7","1","1",3,1,"0","2",3,0,0,1,2,2,4,"7","1",7,"2","2","1",0,"1",0,NA,1,0,"1",1,32,25,23.3,49,56.9,"4","21",6,"3",NA,NA,NA,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,"1","1","2","1","3","2","2","2","3","3","2","3","2","3","2","3","1",3,5,4,2,1,"2",0,0,0,0,1,"1","1",1,0,0,1,1,5,5,5,5,"6","1","2","1","1","1","3","2",0,0,"1","1","1","6"
"3521","474",2010,"L2",28490,4662,"7",NA,1,"91","47","1",0,0,"1",0,"47","47",0,"70",7,5,53,12,12,13,14,1,"2","3","7","2","3",3,1,"0","0",7,2,0,2,3,0,4,"7","1",3,"1","1","11",1,"1",1,1,1,0,"2",1,52.4,35,32,31,39.7,"4","97",4,"2","1","2","1",4,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","2","2","2","2","2","3","2","1","1","2","2","2","1","1",1,5,2,3,4,"1",1,1,1,0,1,"1","1",0,0,0,0,1,3,4,3,2,"0","1","1","2","1","1","2","3",1,0,"2","2","2","3"
"3522","476",2010,"L2",23310,14245,"1",45,0,"70","87","1",0,0,"5",0,"87","87",0,"38",1,0,23,12,14,12,12,0,"1","3","7","2","1",2,1,"0","0",2,0,0,0,2,0,2,"7","5",2,"2","2","1",1,"2",1,0,1,0,"2",1,65.3,51,61.9,39,38.1,"4","10",3,"1","1","2","2",6,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"3","1","2","3","2","2","2","1","2","2","1","1","1","1","1","2","1",5,4,3,1,2,"2",1,1,1,1,1,"2","4",1,0,NA,1,1,2,5,5,4,"5","2",NA,"2","2","3","3","2",0,0,"2","2","2","6"
"3523","479",2010,"L3",62160,42735,"1",40,0,"22","32","1",0,0,"1",0,"32","32",1,"90",6,0,62,20,9,9,16,1,"3","6","0","3","1",3,0,"8","4",9,NA,NA,NA,2,0,2,"7","2",7,"2","2","2",1,"2",1,1,0,0,"2",1,46.6,74,84.5,64,84.2,"4","20",3,"2","1","1","2",2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","2","2","2","2","2","2","2","1","2","1","1","2","2",4,5,1,2,3,"1",1,0,1,0,1,"2","4",1,0,0,0,1,3,3,2,3,"2","2","2","2","1","1","1","3",0,0,"2","2","2","3"
"3524","498",2010,"L3",34965,11007.5,"1",40,1,"10","23","1",1,0,"1",0,"23","23",1,"48",2,2,61,16,16,14,16,1,"1","4","3","3","1",3,1,"0","0",1,NA,NA,NA,1,NA,2,"7","4",1,"1","3","1",1,"2",0,NA,1,0,"1",1,62,72,77.4,64,82.5,"4","8",6,"2","3","1","2",7,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","2","2","2","1","2","3","3","3","3","1","3","2","2","3","1",3,5,1,2,4,"1",1,0,1,0,1,"2","3",1,0,0,1,1,4,5,4,5,"6","2","3","2","1","2","2","2",0,0,"1","2","2","3"
"3525","520",2010,"L2",23310,9712.5,"7",NA,0,"42","64","1",0,0,"1",0,"64","64",NA,NA,12,1,36,13,NA,13,12,0,"3","4","0","3","7",3,0,"8","4",2,0,0,0,2,0,2,"1","2",7,"2","2","2",1,"1",1,1,1,1,"2",1,NA,24,20.7,43,36.2,"4","29",2,"3","2","1","1",3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,NA,"3","3","1","2","3","1","1","2","1","3","1","3","1","2","2","2",2,5,1,4,3,"1",0,0,0,0,1,"1","4",0,0,1,0,1,3,3,1,5,"0","1","2","1","1","2","3","2",0,0,"2","2","2","3"
"3526","526",2010,"L3",72520,72520,"1",40,0,"20","50","1",0,0,"2",0,"50","50",0,"38",2,3,44,18,14,16,16,1,"1","3","1","2","1",3,1,"2","4",5,0,3,0,2,0,1,"1","1",5,"1","3","2",1,"2",1,0,1,0,"2",NA,65.3,50,68.6,46,52,"4","4",7,"1","2","2","2",7,1,NA,0,1,1,0,1,0,0,1,NA,0,1,1,0,1,0,"2","1","1","1","3","1","2","2","3","3","3","3","3","2","2","2","1",3,5,1,2,4,"3",1,0,1,0,1,"3","4",1,0,0,1,1,5,5,4,5,"6","1","3","2","1","2","2","1",1,0,"2","2","2","3"
"3527","539",2010,"L3",28490,NA,"1",40,1,"62","23","1",1,0,"1",0,"23","23",0,"37",3,3,35,12,12,12,16,1,"1","3","5","2","1",3,1,"0","0",5,0,2,1,2,0,2,"5","1",7,"1","1","1",1,"2",1,0,1,0,"2",1,65.1,44,28.7,64,82.5,"4","14",6,"1","1","1","2",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,0,"2","1","2","2","2","2","2","2","2","2","3","2","2","2","2","3","2",4,5,1,3,2,"1",0,0,NA,0,0,"1","1",0,0,0,0,1,3,3,3,4,"5","2","1","1","1","1","2","2",0,0,"2","2","2","3"
"3528","543",2010,"L3",28490,23310,"1",25,0,"20","20","1",0,0,"2",0,"20","20",0,"12",1,3,34,20,16,18,14,1,"1","1","5","1","1",4,1,"0","0",5,1,2,0,2,0,2,"5","1",8,"1","1","1",1,"1",1,1,1,1,"2",1,69.3,56,53.8,31,51.7,"4",NA,7,"1","3","1","2",7,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","2","1","3","2","2","2","3","3","3","2","3","2","2","3","2",1,5,4,3,2,"1",0,0,0,0,0,"1",NA,1,0,0,1,1,5,5,5,5,"4","2","1","1","1","1","1","3",0,0,"2","2","2","3"
"3529","550",2010,"L2",NA,NA,"1",40,0,"64","48","1",0,0,"7",0,"48","48",1,"47",4,2,43,16,12,12,16,0,"3","6","0","3","1",2,0,"8","4",4,1,1,0,2,0,2,"5","2",6,"2","2","1",1,"1",1,1,0,1,"3",1,57.5,53,62.4,45,62,"4","17",NA,"2","1","2","2",4,1,0,0,1,NA,0,0,1,0,1,0,0,1,1,0,0,1,"2","2","3","3","2","1","1","1","2","2","3","2","3","1","2","2","2",1,5,4,3,2,"2",1,1,1,1,1,"1",NA,0,0,0,NA,0,3,3,3,3,"3","1","2","2","1","1","2","2",0,0,"3","3","3","3"
"3530","555",2010,"L3",NA,NA,"1",50,0,"43","42","1",0,0,"1",0,"42","42",0,"80",0,2,54,18,12,12,19,1,"1","4","0","3","1",3,0,"8","4",2,0,0,0,2,0,4,"5","1",4,"1","2","1",1,"1",1,1,1,0,"2",1,76.3,39,67.7,52,67.8,"4","11",7,"2","2","1","1",5,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,"3","2","2","2","3","2","1","2","2","3","2","1",NA,"1","1","2","2",4,5,1,2,3,"1",1,0,1,0,1,"2","1",1,0,0,1,1,2,1,2,4,"7","2","3","3","1","2","2","1",1,0,"2","2","2","3"
"3531","557",2010,"L3",34965,14245,"2",40,0,"20","43","1",1,0,"2",1,"43","43",1,"13",1,2,47,16,16,12,16,1,"1","3","0","3","0",4,0,"8","4",2,0,0,0,2,0,2,"5","10",7,"10","3","1",1,"2",1,1,0,1,"2",1,84,50,68.6,39,67.7,"4","12",3,"2","2","1","3",7,1,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,"2","1","3","2","3","2","3","3","2",NA,"2","1","2","1","1","2","3",2,5,1,3,4,"2",1,1,1,1,1,"1","4",1,0,0,1,1,3,2,1,4,"2","2","3","3","1","2","3","2",0,0,"2","2","2","4"
"3532","565",2010,"L2",8417.5,8417.5,"1",40,1,"62","91","1",0,0,"7",0,"91","91",1,"20",8,3,31,2,0,0,8,1,"1","4","0","3","1",1,0,"8","4",5,1,2,0,2,NA,1,"8","2",0,"2","2","2",0,"2",0,NA,0,0,"2",1,39.9,44,28.7,35,32,"4","17",5,"2","1","2","2",1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,"3","2","1","2","3","3","2","2","3","3","3","3","3",NA,NA,"2","1",3,5,1,2,4,"1",0,0,NA,0,NA,"1","4",0,0,0,1,1,3,3,3,4,"3","2","2","1","2","1","2","2",1,0,"2","2","2","3"
"3533","568",2010,"L2",5827.5,NA,"2",6,0,"45","45","1",1,0,"1",0,"45","45",1,"45",5,2,31,6,0,0,9,0,"1","3","8","1","1",2,0,"8","4",4,0,1,1,2,0,1,"8","4",3,"2","2","4",0,"3",1,0,0,1,"2",1,21.5,36,24.6,36,21.5,"4","17",6,"2","1","3","1",1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,"3","2","1","2","3","2","2","2","3","3","3","1","3","2","2","2","1",2,5,3,4,1,"1",1,0,1,0,0,"1","1",0,0,0,1,1,1,1,1,1,"3","1","3","2","2","2","2","3",0,0,"2","2","2","6"
"3534","581",2010,"L2",23310,19425,"1",47,0,"51","42","1",1,0,"5",0,"42","42",0,"91",7,1,62,12,NA,9,11,0,"1","1","5","1","1",3,1,"0",NA,2,0,0,0,2,0,2,"5","1",0,"1","3","2",1,"2",1,1,0,0,"1",1,32,40,33.4,37,18.6,"4","11",5,"1","1","2","2",1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,"2","2","1","2","1","2","2","2","1","2","3","1","2","2","2","2","1",2,5,4,3,1,"1",1,1,1,1,1,"1","3",1,0,0,1,1,3,2,2,3,"3","1","1","2","2","1","2","1",0,1,"1","2","2","3"
"3535","584",2010,"L2",23310,11007.5,"1",40,0,"61","32","1",0,0,"1",0,"32","32",0,"61",4,3,31,12,10,13,12,1,"1","3","5","2","1",3,1,"0","0",2,0,0,0,2,0,2,"5","4",0,"1","1","4",1,"3",1,0,0,0,"2",1,20,29,20,64,84.2,"4",NA,4,"3","1","2","1",3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","3","3","3","2",NA,NA,"2","3",NA,"2",NA,NA,NA,NA,"3","1",3,5,2,1,4,"1",1,1,1,1,1,"1","4",1,0,1,0,0,3,3,1,5,"3","2","3","2","2","2","3","3",1,1,"2","2","2","3"
"3536","588",2010,"L2",NA,NA,"1",45,0,"53","22","1",1,0,"5",0,"22","22",1,"72",7,0,54,13,12,12,12,0,"1","4","5","1","1",1,1,"0","0",2,0,0,0,2,0,1,"5","4",0,"1",NA,"4",1,"2",1,1,0,0,NA,1,31.2,42,59.9,53,59.1,"4","11",4,"1","1","1","2",5,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,NA,"2","1","2","3","3","2","2","3","3","2","2","2","2","1","3","1",3,4,5,2,1,"1",1,1,1,1,1,"1","1",1,0,0,1,1,1,1,1,5,"1","1","3","1","1","4","2","2",0,1,NA,NA,NA,"3"
"3537","591",2010,"L2",23310,4662,"4",NA,0,"62","32","1",0,0,"1",0,"32","32",NA,NA,4,1,36,12,NA,8,15,1,"3","4","0","3","5",3,1,"8","2",3,1,0,0,2,0,2,"5","2",5,"2","2","2",1,"1",1,1,0,1,"1",1,NA,44,28.7,64,84.2,"1","25",3,"2","1","2","2",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,"3","1","2","1","2","2","1","1","2","2","1","1","3","2","1","2","1",4,3,5,1,2,"3",1,1,1,1,1,"1","1",0,1,0,1,1,2,2,2,4,"1","2","2","2","3","1","2","2",1,0,"1","2","2","3"
